"ESTUDIO";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"CAPITAL";"ENTREV";"TAMUNI";"TIPO_TEL";"SEXO";"EDAD";"P0";"P0A";"PROBVOTO";"RAZONESVOTO";"VOTOCORREO";"DUDACORREO";"VOTOCORREOEMITIDO1";"VOTODUDA1";"VOTODUDA2";"VOTOCORREOEMITIDO2";"VOTOCORREOEMITIDOCONJUNTO";"FIDELVOTOCORREO";"INTENCIONG";"CORREOEMITIDOINTENCIONGR";"ESCIDEOL";"PREFPTE";"PARTICIPACIONG";"RECUVOTOG";"RECUERDO";"CERCANIA";"ESCUELA";"NIVELESTENTREV";"ESTUDIOS";"SITLAB";"RELALAB";"CNO11";"CNO11R";"INGRESHOG";"CLASESOCIAL";"CLASESUB";"SINCERIDAD";"PESO";"PESOCCAA";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_1";"IA_C2B_2";"IA_C2B_3";"IA_C2B_4";"IA_C2B_5";"IA_C2B_6";"IA_C2B_7";"IA_C2B_8";"IA_C2B_9";"IA_C2B_10";"IA_C2B_11";"IA_C2B_12";"IA_C2B_13";"IA_C2B_14";"IA_C2B_15";"IA_C2B_16";"IA_C2B_17";"IA_C2B_18";"IA_C2B_19";"IA_C2B_20";"IA_C2B_21";"IA_C2B_22";"IA_C2B_23";"IA_C2B_24";"IA_C2B_25";"IA_C3";"IA_C4";"RECUVOTOGR";"VOTOCORREOEMITIDO1R";"VOTODUDA1R";"VOTODUDA2R";"P3A2COM";"VOTOCORREOEMITIDO2R";"INTENCIONGR";"INTENCIONGRA";"INTENCIONGALTER";"INTENCIONGALTERR";"SIMPATIA";"VOTOSIMG";"VOTOSIMGCONJUNTO"
3415;108608;7485;7;16;0;3;0;3;2;2;77;1;1;5;8;4;0;0;0;0;0;0;0;2;2;5;2;1;2;2;2;3;4;3;2;0;0;12;4;3;2;2;1,01724;1,57294;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14;0;0;0;0;12;0;"";"";12;7;23;3;6;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;1;1;0;2;2
3415;4513;413;7;16;0;3;0;1;2;2;55;1;1;10;2;3;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;3;7;5;1;1;4;4;1;3;2;2;0,77145;0,74511;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;18;1;"";"";12;7;23;3;6;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;0;0;0;0;0;1;0;0;0;0;1
3415;5689;538;7;16;0;3;0;1;2;1;29;1;1;10;3;4;0;0;0;0;0;0;0;21;21;2;4;1;8995;8995;21;3;9;6;1;1;2;2;1;5;4;1;0,87027;1,28159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;1;0;"";"";10;7;23;1;8;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;8995;0;0;0;0;0;21;21;1;1;0;21;21
3415;8303;814;7;16;0;3;0;1;1;2;37;1;1;9;5;4;0;0;0;0;0;0;0;9977;9977;5;97;1;1;1;9997;3;8;6;1;1;4;4;3;5;4;1;0,86832;1,14718;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;"";"";10;7;23;1;6;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;9977;9977;0;0;1;9977;9977
3415;27153;2528;7;16;0;3;0;1;2;2;47;1;1;10;5;4;0;0;0;0;0;0;0;9999;9999;10;2;1;2;2;2;3;9;6;1;1;4;4;5;4;3;1;0,74471;0,88169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";10;7;23;1;5;3;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;9999;9999;0;0;9999;9999;9999
3415;7652;740;7;16;0;3;0;1;2;1;48;1;1;10;3;4;0;0;0;0;0;0;0;3;3;8;3;1;3;3;3;3;9;6;1;1;2;2;1;3;2;1;0,71453;0,87584;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;"";"";10;7;23;1;6;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;0;0;0;0;3;3;2;2;0;3;3
3415;25698;2393;7;16;0;3;0;1;2;1;62;1;1;9;3;4;0;0;0;0;0;0;0;2;2;6;2;1;5;5;2;3;9;6;1;1;3;3;1;2;1;1;0,68096;0,95718;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;6;0;"";"";10;7;23;1;10;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;0;0;0;0;0;2;2;8996;8996;0;2;2
3415;10687;1044;7;16;0;3;0;1;2;2;79;1;1;10;2;4;0;0;0;0;0;0;0;9999;9999;10;3;1;9999;9999;3;2;0;1;3;0;0;15;6;12;5;2;1,07097;1,45295;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;"";"";10;7;23;1;11;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9999;0;0;0;0;0;9999;9999;0;0;9999;9999;9999
3415;73027;5722;7;16;0;3;0;1;2;1;50;1;1;10;1;4;0;0;0;0;0;0;0;1;1;4;1;1;1;1;1;3;9;6;1;3;2;2;4;3;2;2;0,71453;0,87584;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;0;0;0;0;11;1;"";"";11;7;23;2;6;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;9993;9993;0;1;1
3415;99961;6801;7;16;0;3;0;2;1;2;31;1;1;10;1;4;0;0;0;0;0;0;0;2;2;10;2;1;2;2;2;3;7;5;1;1;4;4;5;5;4;1;1,09874;1,44864;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;8;0;0;0;0;8;0;"";"";12;7;23;3;6;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;3;3;0;2;2
3415;13828;1385;7;16;0;3;0;1;2;2;59;1;1;10;5;4;0;0;0;0;0;0;0;1;1;4;96;1;1;1;1;3;6;4;1;1;9;9;5;4;3;2;0,77145;0,74511;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";10;7;23;1;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;8996;8996;0;1;1
3415;10492;1025;7;16;0;3;0;1;2;1;63;1;1;8;8;4;0;0;0;0;0;0;0;9998;9998;6;98;1;2;2;9998;3;5;5;1;3;6;6;5;12;5;3;0,68096;0,95718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;0;"";"";10;7;23;1;9;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;9998;9999;0;0;9998;9998;9998
3415;15191;1497;7;16;0;3;0;1;1;2;45;1;1;10;5;4;0;0;0;0;0;0;0;1;1;3;1;1;1;1;1;3;5;5;1;1;4;4;8;3;2;1;0,74471;0,88169;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;"";"";10;7;23;1;9;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;8996;8996;0;1;1
3415;44875;3979;7;16;0;3;0;1;2;1;48;1;1;10;3;4;0;0;0;0;0;0;0;1;1;3;1;1;1;1;1;3;4;3;1;3;8;8;1;3;2;1;0,71453;0,87584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";11;7;23;2;10;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;9997;9997;0;1;1
3415;1700;138;7;16;0;3;0;1;1;2;62;1;1;9;3;4;0;0;0;0;0;0;0;2;2;8;2;1;2;2;2;3;7;5;1;2;1;1;1;3;2;1;0,77145;0,74511;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;7;0;"";"";10;7;23;1;9;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;9997;9997;0;2;2
3415;67970;5449;7;16;0;3;0;1;2;2;59;1;1;9;7;4;0;0;0;0;0;0;0;1;1;7;97;1;9998;9998;9997;3;8;6;1;1;2;2;1;4;3;2;0,77145;0,74511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;"";"";11;7;23;2;10;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;0;0;0;0;0;1;1;8996;8996;0;1;1
3415;45721;4052;7;19;0;3;0;1;2;2;48;1;1;10;5;4;0;0;0;0;0;0;0;1;1;3;1;1;1;1;1;3;5;5;1;1;9;9;4;5;4;2;0,74471;0,88169;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;5;0;"";"";11;7;23;2;8;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;21;21;0;1;1
3415;62474;5085;7;19;0;3;0;1;2;1;74;1;1;10;1;4;0;0;0;0;0;0;0;1;1;1;1;1;1;1;21;3;2;2;2;0;0;12;4;3;2;1;0,7797;0,9903;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;4;0;"";"";11;7;23;2;6;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;8996;8996;0;1;1
3415;32714;2996;7;19;0;3;0;1;1;2;81;1;1;10;2;4;0;0;0;0;0;0;0;1;1;4;1;1;1;1;1;2;0;1;3;0;0;15;5;98;8;2;1,07097;1,45295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";10;7;23;1;10;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;9993;9993;0;1;1
3415;24042;2251;7;19;0;3;0;3;2;2;50;1;1;5;5;4;0;0;0;0;0;0;0;9997;9997;5;4;1;9977;9977;1;3;4;3;4;0;0;16;6;12;5;1;0,70735;0,9545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;"";"";10;7;23;1;8;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9977;0;0;0;0;0;9997;9997;0;0;9997;9997;9997
3415;43124;3848;7;19;0;3;0;3;2;2;60;1;1;9;5;4;0;0;0;0;0;0;0;9999;9999;5;98;1;9998;9998;9998;3;4;3;7;0;0;14;5;98;8;2;0,73275;0,80664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";11;7;23;2;6;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;0;0;0;0;0;9999;9999;0;0;9997;9997;9997
3415;57559;4777;7;19;0;3;0;3;2;1;32;1;1;10;3;4;0;0;0;0;0;0;0;1;1;4;1;1;1;1;1;3;9;6;1;1;4;4;5;3;2;1;0,82661;1,38742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3;0;"";"";11;7;23;2;6;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;2;2;0;1;1
3415;60089;4944;7;19;0;3;0;3;2;1;41;1;2;10;5;4;0;0;0;0;0;0;0;1;1;3;1;2;0;9997;1;3;6;4;1;1;8;8;3;5;4;1;0,7162;0,91937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;"";"";11;7;23;2;9;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;1;1;9993;9993;0;1;1
3415;69731;5539;7;19;0;3;0;3;2;2;58;1;1;10;5;4;0;0;0;0;0;0;0;3;3;8;3;1;2;2;3;3;6;4;1;1;9;9;6;12;5;1;0,73275;0,80664;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;"";"";11;7;23;2;10;3;1;1;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;3;3;2;2;0;3;3
3415;103632;6991;7;19;0;3;0;3;2;1;36;1;1;9;96;4;0;0;0;0;0;0;0;3;3;10;97;1;8995;8995;8995;3;9;6;1;1;10;10;2;4;3;2;0,7162;0,91937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";12;7;23;3;6;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8995;0;0;0;0;0;3;3;8995;8995;0;3;3
3415;120756;8541;7;19;0;3;0;3;2;1;48;1;1;10;6;3;1;2;0;0;0;2;1;0;2;5;2;1;3;3;5;3;8;6;4;0;0;16;4;3;2;1;0,67868;0,94816;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;7;0;"";"";12;7;23;3;6;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;2;0;0;0;0;0;2;0;0;0;0;2
3415;2210;183;7;19;0;3;0;1;1;2;70;1;1;10;99;4;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;3;1;1;3;0;0;15;6;6;5;2;0,84666;1,38209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";10;7;23;1;8;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;9993;9993;0;1;1
3415;952;73;7;19;0;3;0;3;2;1;82;1;1;10;5;4;0;0;0;0;0;0;0;9999;9999;10;2;1;3;3;2;2;0;1;2;0;0;12;5;5;4;1;0,97133;1,11223;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;4;0;"";"";10;7;23;1;9;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;0;0;0;0;9999;9999;0;0;2;2;2
3415;4251;384;7;19;0;3;0;3;2;1;49;1;1;10;3;4;0;0;0;0;0;0;0;2;2;7;2;1;3;3;2;3;9;6;1;1;1;1;3;3;2;1;0,67868;0,94816;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;2;0;"";"";10;7;23;1;6;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;3;0;0;0;0;0;2;2;3;3;0;2;2
3415;7438;717;7;19;0;3;0;3;2;1;37;1;1;10;3;1;0;0;0;0;0;0;0;9998;9998;5;2;1;1;1;2;3;8;6;1;1;3;3;3;2;1;2;0,7162;0,91937;0;0;0;0;0;0;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0;31;0;0;0;0;15;0;"";"";11;7;23;2;4;2;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;0;0;0;0;0;9998;9999;0;0;2;2;2
3415;17625;1727;7;19;0;3;0;3;1;2;66;1;1;10;5;4;0;0;0;0;0;0;0;1;1;3;1;1;1;1;1;3;5;5;2;0;0;12;6;12;5;1;0,80418;1,49622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;"";"";10;7;23;1;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;21;21;0;1;1
3415;30670;2819;7;19;0;3;0;3;2;2;59;1;1;10;5;1;0;0;0;0;0;0;0;21;21;3;4;1;1202;8995;21;3;8;6;4;0;0;16;8;4;3;2;0,73275;0,80664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";10;7;23;1;9;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8995;0;0;0;0;0;21;21;9997;9997;0;21;21
3415;32580;2985;7;19;0;3;0;3;2;2;53;1;1;10;3;4;0;0;0;0;0;0;0;2;2;6;2;1;2;2;2;3;5;5;1;1;5;5;3;12;5;2;0,70735;0,9545;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;16;0;0;0;0;16;0;"";"";10;7;23;1;11;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;9993;9993;0;2;2
3415;36980;3336;7;19;0;3;0;3;2;2;26;1;1;10;5;4;0;0;0;0;0;0;0;2;2;7;2;1;1;1;2;3;9;6;1;1;2;2;2;3;2;1;0,94528;1,18256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";10;7;23;1;7;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;2;2;9997;9997;0;2;2
3415;40236;3604;7;19;0;3;0;3;2;2;60;1;1;5;6;4;0;0;0;0;0;0;0;3;3;6;4;1;3;3;21;3;4;3;4;0;0;16;6;12;5;1;0,73275;0,80664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;"";"";11;7;23;2;6;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;0;0;0;0;3;3;21;21;0;3;3
3415;47696;4189;7;19;0;3;0;3;2;1;54;1;1;10;5;4;0;0;0;0;0;0;0;1;1;5;4;1;1;1;21;3;9;6;1;1;1;1;4;5;4;1;0,67868;0,94816;0;0;0;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;22;0;1;1;0;20;0;"";"";12;7;23;3;6;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;21;21;0;1;1
3415;51576;4368;7;19;0;3;0;3;2;1;37;1;1;0;3;9;0;0;0;0;0;0;0;9997;9997;5;2;2;0;9997;9997;3;7;5;1;1;4;4;5;3;2;2;0,7162;0,91937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;4;0;"";"";11;7;23;2;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;9997;9997;0;0;9997;9997;9997
3415;52268;4422;7;19;0;3;0;3;2;1;61;1;1;10;5;4;0;0;0;0;0;0;0;21;21;2;4;1;4;4;21;3;6;4;4;0;0;16;9;3;2;3;0,6468;1,03622;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;6;0;"";"";11;7;23;2;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;0;0;0;0;0;21;21;1;1;0;21;21
3415;54904;4625;7;19;0;3;0;3;1;1;37;1;1;10;2;4;0;0;0;0;0;0;0;9998;9998;5;98;1;9998;9998;1;3;6;4;1;1;3;3;2;3;2;2;0,7162;0,91937;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4;0;0;0;0;1;0;"";"";11;7;23;2;6;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;0;0;0;0;0;9998;9999;0;0;9997;9997;9997
3415;59947;4933;7;19;0;3;0;3;2;2;19;1;1;6;3;1;0;0;0;0;0;0;0;9998;9998;3;98;3;0;9995;1;3;6;4;1;1;9;9;2;4;3;2;1,26178;1,99174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";11;7;23;2;8;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;9998;9999;0;0;1;1;1
3415;70695;5597;7;19;0;3;0;3;2;2;56;1;1;10;3;4;0;0;0;0;0;0;0;2;2;10;2;1;2;2;2;3;6;4;8;0;0;15;1;2;1;2;0,73275;0,80664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"";"";11;7;23;2;6;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;9997;9997;0;2;2
3415;74685;5811;7;19;0;3;0;3;2;2;45;1;1;10;3;4;0;0;0;0;0;0;0;1;1;3;1;1;1;1;1;3;7;5;1;1;3;3;4;3;2;1;0,70735;0,9545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";11;7;23;2;9;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;21;21;0;1;1
3415;76504;5924;7;19;0;3;0;3;2;1;52;1;1;10;6;4;0;0;0;0;0;0;0;2;2;8;2;1;2;2;2;3;9;6;1;3;3;3;3;3;2;2;0,67868;0,94816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;"";"";11;7;23;2;9;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;3;3;0;2;2
